Transaction ID,Date,Customer ID,Gender,Age,Product Category,Product,Quantity,Price per Unit,Total Amount
T00322,2023-04-06,C1423,Male,41,Home & Kitchen,Bedsheet,4,1712.59,6850.36
T00323,2023-11-09,C1081,Female,56,Beauty,Lipstick,1,620.63,620.63
T00324,2023-09-19,C1340,Male,26,Clothing,Jeans,3,1558.02,4674.06
T00325,2023-04-19,C1183,Female,29,Sports,Dumbbells,5,2435.31,12176.55
T00326,2023-05-08,C1452,Female,32,Home & Kitchen,Mixer Grinder,1,3374.54,3374.54
T00327,2023-09-27,C1162,Male,52,Beauty,Face Cream,1,771.8,771.8
T00328,2023-06-17,C1339,Female,46,Beauty,Skin Care Kit,4,1831.85,7327.4
T00329,2024-06-08,C1240,Female,33,Clothing,Shoes,1,2827.95,2827.95
T00330,2024-10-21,C1095,Female,60,Electronics,Headphones,3,2422.42,7267.26
T00331,2024-06-02,C1206,Female,39,Clothing,Dress,4,2342.53,9370.12
T00332,2024-05-14,C1464,Female,36,Home & Kitchen,Bedsheet,2,1649.77,3299.54
T00333,2023-05-20,C1401,Male,28,Electronics,Tablet,1,22322.47,22322.47
T00334,2023-02-28,C1033,Female,31,Electronics,Laptop,5,69537.63,347688.15
T00335,2024-07-12,C1167,Male,22,Electronics,Smartphone,1,31668.99,31668.99
T00336,2024-06-09,C1215,Female,24,Electronics,Tablet,1,22935.45,22935.45
T00337,2024-12-14,C1361,Male,46,Sports,Football,5,1056.49,5282.45
T00338,2024-06-01,C1058,Male,27,Home & Kitchen,Mixer Grinder,2,3447.62,6895.24
T00339,2024-04-12,C1425,Male,22,Clothing,Shoes,4,2913.24,11652.96
T00340,2023-04-08,C1345,Male,24,Electronics,Laptop,3,65384.23,196152.69
T00341,2023-06-03,C1427,Female,27,Clothing,Jacket,2,3276.83,6553.66
T00342,2023-05-28,C1108,Male,37,Clothing,Jacket,5,3946.8,19734.0
T00343,2023-05-14,C1207,Male,19,Electronics,Headphones,4,2194.07,8776.28
T00344,2024-03-18,C1100,Female,49,Clothing,Jacket,2,3448.22,6896.44
T00345,2023-06-03,C1473,Female,21,Clothing,Jacket,4,2977.12,11908.48
T00346,2023-09-05,C1278,Female,39,Beauty,Face Cream,5,1020.08,5100.4
T00347,2023-10-28,C1068,Male,62,Beauty,Shampoo,2,432.93,865.86
T00348,2023-03-14,C1237,Male,18,Electronics,Laptop,1,64029.96,64029.96
T00349,2024-02-23,C1244,Male,44,Clothing,Jeans,1,1798.94,1798.94
T00350,2024-10-05,C1093,Female,45,Beauty,Lipstick,5,787.06,3935.3
T00351,2023-02-12,C1377,Female,36,Beauty,Lipstick,1,687.06,687.06
T00352,2024-01-04,C1245,Male,62,Sports,Yoga Mat,2,954.23,1908.46
T00353,2023-10-23,C1203,Male,22,Beauty,Shampoo,1,411.44,411.44
T00354,2023-12-04,C1094,Female,50,Electronics,Smartwatch,2,8558.56,17117.12
T00355,2023-11-15,C1077,Female,36,Electronics,Smartphone,2,32745.81,65491.62
T00356,2024-11-21,C1494,Female,44,Beauty,Lipstick,2,702.86,1405.72
T00357,2023-10-22,C1369,Female,23,Electronics,Smartphone,1,33786.9,33786.9
T00358,2024-07-21,C1187,Female,54,Beauty,Shampoo,4,506.06,2024.24
T00359,2024-11-10,C1420,Female,60,Sports,Running Shoes,2,4156.3,8312.6
T00360,2023-03-04,C1150,Male,32,Beauty,Face Cream,4,803.98,3215.92
T00361,2023-05-15,C1061,Female,21,Clothing,Jacket,2,2998.01,5996.02
T00362,2023-05-01,C1385,Female,18,Beauty,Lipstick,4,639.11,2556.44
T00363,2023-08-30,C1455,Female,27,Clothing,Shoes,5,2613.44,13067.2
T00364,2023-03-10,C1129,Male,36,Beauty,Lipstick,5,768.56,3842.8
T00365,2023-10-04,C1061,Female,59,Sports,Dumbbells,4,2034.97,8139.88
T00366,2024-06-27,C1055,Male,62,Clothing,Jeans,4,2001.22,8004.88
T00367,2023-04-07,C1369,Male,59,Sports,Running Shoes,4,4158.66,16634.64
T00368,2024-10-23,C1425,Female,62,Sports,Running Shoes,5,3871.28,19356.4
T00369,2024-02-18,C1313,Female,29,Electronics,Smartwatch,2,8922.5,17845.0
T00370,2024-07-11,C1372,Male,40,Electronics,Laptop,5,64204.19,321020.95
T00371,2024-10-07,C1108,Female,38,Electronics,Smartwatch,1,8577.5,8577.5
T00372,2024-05-13,C1462,Female,60,Electronics,Smartphone,1,28607.07,28607.07
T00373,2023-08-22,C1028,Male,53,Electronics,Smartphone,2,31211.75,62423.5
T00374,2023-12-29,C1137,Female,45,Home & Kitchen,Bedsheet,3,1426.05,4278.15
T00375,2024-03-24,C1413,Male,27,Electronics,Laptop,1,65797.65,65797.65
T00376,2023-08-27,C1205,Female,18,Clothing,Jeans,2,1752.46,3504.92
T00377,2023-10-09,C1017,Male,46,Home & Kitchen,Mixer Grinder,5,3098.06,15490.3
T00378,2023-04-13,C1309,Male,20,Electronics,Smartwatch,5,8635.52,43177.6
T00379,2024-01-22,C1207,Male,60,Home & Kitchen,Mixer Grinder,1,3616.9,3616.9
T00380,2023-01-25,C1310,Male,43,Clothing,Shoes,5,2749.71,13748.55
T00381,2024-08-20,C1336,Male,18,Electronics,Tablet,1,22235.33,22235.33
T00382,2024-02-17,C1339,Female,58,Home & Kitchen,Mixer Grinder,3,3108.76,9326.28
T00383,2024-11-23,C1430,Male,32,Beauty,Lipstick,2,679.96,1359.92
T00384,2024-10-09,C1022,Male,65,Sports,Yoga Mat,2,1008.48,2016.96
T00385,2023-02-18,C1173,Male,32,Home & Kitchen,Water Bottle,1,536.46,536.46
T00386,2023-08-09,C1123,Male,32,Home & Kitchen,Cookware Set,2,2811.23,5622.46
T00387,2023-02-09,C1059,Male,20,Clothing,Jeans,5,1771.05,8855.25
T00388,2024-09-10,C1096,Female,28,Electronics,Tablet,3,21138.58,63415.74
T00389,2023-05-04,C1482,Male,26,Home & Kitchen,Bedsheet,3,1649.12,4947.36
T00390,2024-01-03,C1429,Female,26,Home & Kitchen,Table Lamp,1,1229.17,1229.17
T00391,2023-02-13,C1029,Male,54,Sports,Cricket Bat,4,2230.24,8920.96
T00392,2024-03-17,C1401,Male,45,Clothing,Jacket,4,3179.72,12718.88
T00393,2024-04-14,C1062,Female,53,Clothing,Jacket,5,3661.84,18309.2
T00394,2024-06-11,C1008,Female,30,Home & Kitchen,Cookware Set,4,2778.09,11112.36
T00395,2024-12-16,C1138,Male,19,Clothing,Jacket,1,3228.58,3228.58
T00396,2023-06-27,C1396,Female,34,Sports,Dumbbells,3,1994.03,5982.09
T00397,2023-03-03,C1294,Male,49,Sports,Football,2,1182.28,2364.56
T00398,2024-11-15,C1480,Male,47,Clothing,T-Shirt,3,905.38,2716.14
T00399,2024-08-08,C1487,Female,30,Home & Kitchen,Water Bottle,5,529.2,2646.0
T00400,2023-12-06,C1204,Female,23,Home & Kitchen,Table Lamp,4,1186.15,4744.6
T00401,2023-03-11,C1381,Male,54,Electronics,Laptop,4,59486.0,237944.0
T00402,2023-08-05,C1056,Female,63,Sports,Running Shoes,3,4389.19,13167.57
T00403,2023-09-15,C1264,Female,30,Beauty,Lipstick,5,686.65,3433.25
T00404,2023-10-03,C1140,Male,55,Home & Kitchen,Bedsheet,1,1534.52,1534.52
T00405,2024-03-26,C1365,Female,49,Clothing,Jacket,5,3760.59,18802.95
T00406,2024-04-03,C1187,Male,33,Sports,Football,3,1225.62,3676.86
T00407,2023-10-31,C1291,Male,47,Clothing,Shoes,3,2915.41,8746.23
T00408,2023-08-23,C1442,Male,49,Electronics,Smartphone,1,32360.72,32360.72
T00409,2023-12-05,C1025,Male,38,Sports,Football,3,1244.86,3734.58
T00410,2023-03-15,C1061,Male,36,Electronics,Tablet,5,22912.93,114564.65
T00411,2024-10-12,C1110,Female,36,Clothing,Jacket,1,3215.32,3215.32
T00412,2024-07-15,C1388,Female,22,Sports,Cricket Bat,4,2520.76,10083.04
T00413,2023-10-15,C1395,Female,42,Sports,Yoga Mat,2,958.08,1916.16
T00414,2023-03-16,C1277,Male,35,Beauty,Skin Care Kit,2,1725.71,3451.42
T00415,2024-04-02,C1406,Female,42,Beauty,Shampoo,5,389.84,1949.2
T00416,2024-09-07,C1460,Male,21,Clothing,Jacket,1,3642.74,3642.74
T00417,2024-03-09,C1112,Male,31,Clothing,Jeans,1,1982.18,1982.18
T00418,2024-06-15,C1222,Male,29,Clothing,T-Shirt,3,847.91,2543.73
T00419,2024-03-13,C1026,Female,47,Beauty,Lipstick,4,697.58,2790.32
T00420,2023-01-29,C1296,Female,39,Home & Kitchen,Bedsheet,4,1434.72,5738.88
T00421,2024-06-02,C1464,Female,33,Home & Kitchen,Cookware Set,1,2889.75,2889.75
T00422,2023-08-03,C1088,Male,65,Home & Kitchen,Table Lamp,3,1338.99,4016.97
T00423,2023-08-11,C1119,Female,54,Electronics,Laptop,3,59160.78,177482.34
T00424,2023-11-05,C1119,Male,37,Clothing,T-Shirt,5,694.97,3474.85
T00425,2024-05-08,C1011,Female,59,Electronics,Tablet,1,23117.44,23117.44
T00426,2023-02-19,C1358,Male,51,Beauty,Face Cream,2,877.38,1754.76
T00427,2024-09-29,C1296,Female,37,Clothing,Jeans,4,1766.77,7067.08
T00428,2024-07-21,C1060,Male,25,Sports,Dumbbells,3,2085.33,6255.99
T00429,2023-04-11,C1282,Male,30,Clothing,Jeans,4,1721.87,6887.48
T00430,2024-04-15,C1278,Male,41,Electronics,Tablet,2,20961.46,41922.92
T00431,2023-07-11,C1486,Male,49,Electronics,Smartphone,3,30570.68,91712.04
T00432,2023-09-04,C1223,Male,40,Home & Kitchen,Cookware Set,3,2382.64,7147.92
T00433,2023-03-30,C1176,Male,51,Beauty,Face Cream,1,958.1,958.1
T00434,2023-09-28,C1463,Female,34,Electronics,Smartphone,3,34425.96,103277.88
T00435,2024-12-31,C1469,Male,57,Electronics,Smartwatch,1,8636.38,8636.38
T00436,2023-07-30,C1444,Female,29,Home & Kitchen,Cookware Set,5,3002.98,15014.9
T00437,2024-12-08,C1187,Male,33,Electronics,Laptop,3,70844.5,212533.5
T00438,2024-08-11,C1188,Female,54,Home & Kitchen,Mixer Grinder,5,3909.38,19546.9
T00439,2024-11-02,C1187,Male,25,Home & Kitchen,Cookware Set,4,3195.0,12780.0
T00440,2024-12-20,C1406,Female,45,Electronics,Tablet,5,20539.04,102695.2
T00441,2024-01-22,C1256,Female,49,Electronics,Smartwatch,1,8685.54,8685.54
T00442,2024-12-02,C1308,Female,48,Sports,Football,4,1220.44,4881.76
T00443,2024-05-01,C1383,Female,38,Clothing,T-Shirt,1,740.64,740.64
T00444,2023-10-03,C1500,Female,59,Clothing,Dress,5,2592.61,12963.05
T00445,2023-09-30,C1408,Female,50,Home & Kitchen,Table Lamp,1,1074.74,1074.74
T00446,2023-11-11,C1474,Male,40,Sports,Cricket Bat,2,2836.38,5672.76
T00447,2023-09-29,C1375,Female,45,Sports,Football,5,1188.5,5942.5
T00448,2024-08-30,C1498,Female,47,Home & Kitchen,Cookware Set,2,2810.85,5621.7
T00449,2024-09-15,C1055,Female,38,Clothing,Shoes,2,2703.64,5407.28
T00450,2023-12-30,C1479,Male,26,Electronics,Laptop,3,67245.02,201735.06
T00451,2023-01-01,C1044,Female,26,Home & Kitchen,Table Lamp,4,1120.25,4481.0
T00452,2023-05-20,C1481,Male,26,Beauty,Lipstick,3,689.3,2067.9
T00453,2023-09-25,C1321,Female,25,Clothing,Shoes,1,3097.49,3097.49
T00454,2023-09-30,C1481,Female,28,Sports,Football,2,1161.15,2322.3
T00455,2024-01-25,C1342,Female,57,Electronics,Smartphone,5,33208.44,166042.2
T00456,2023-08-15,C1371,Female,25,Clothing,Jeans,5,1934.69,9673.45
T00457,2024-10-29,C1273,Female,19,Electronics,Headphones,1,2374.15,2374.15
T00458,2024-08-02,C1214,Female,54,Clothing,Jacket,4,3865.51,15462.04
T00459,2023-10-15,C1465,Male,30,Electronics,Smartphone,1,28034.54,28034.54
T00460,2023-09-09,C1355,Female,63,Electronics,Laptop,4,67392.45,269569.8
T00461,2024-08-31,C1447,Female,35,Electronics,Headphones,4,2320.79,9283.16
T00462,2024-01-02,C1400,Male,61,Beauty,Shampoo,2,507.87,1015.74
T00463,2024-05-24,C1118,Male,51,Home & Kitchen,Water Bottle,5,492.01,2460.05
T00464,2023-06-01,C1005,Female,57,Beauty,Face Cream,1,967.82,967.82
T00465,2023-04-15,C1181,Male,32,Sports,Football,2,1358.95,2717.9
T00466,2023-05-20,C1471,Female,40,Clothing,Dress,2,2662.84,5325.68
T00467,2024-01-13,C1149,Male,19,Clothing,Dress,1,2455.04,2455.04
T00468,2024-04-25,C1372,Male,39,Sports,Yoga Mat,4,989.36,3957.44
T00469,2023-03-11,C1113,Male,32,Electronics,Smartwatch,2,7519.86,15039.72
T00470,2024-10-22,C1476,Female,21,Sports,Football,4,1283.88,5135.52
T00471,2024-12-12,C1203,Male,27,Electronics,Headphones,3,2433.14,7299.42
T00472,2023-08-25,C1358,Male,54,Sports,Running Shoes,5,3518.48,17592.4
T00473,2023-12-26,C1188,Female,65,Electronics,Smartwatch,5,6961.36,34806.8
T00474,2024-12-17,C1379,Female,29,Sports,Football,3,1211.63,3634.89
T00475,2024-11-28,C1469,Male,47,Beauty,Skin Care Kit,5,1972.12,9860.6
T00476,2024-07-05,C1101,Male,18,Sports,Cricket Bat,4,2145.44,8581.76
T00477,2024-02-09,C1335,Male,59,Electronics,Laptop,1,57938.76,57938.76
T00478,2024-06-12,C1090,Male,25,Beauty,Perfume,3,2101.54,6304.62
T00479,2023-06-12,C1366,Female,65,Sports,Running Shoes,1,4401.51,4401.51
T00480,2024-11-05,C1060,Male,48,Beauty,Skin Care Kit,5,1737.69,8688.45
T00481,2023-01-05,C1474,Female,42,Beauty,Skin Care Kit,2,1899.29,3798.58
T00482,2023-09-06,C1014,Male,35,Home & Kitchen,Water Bottle,3,523.46,1570.38
T00483,2024-02-23,C1337,Female,36,Clothing,Shoes,4,2654.72,10618.88
T00484,2024-03-07,C1044,Male,52,Beauty,Lipstick,3,643.61,1930.83
T00485,2023-12-21,C1288,Female,60,Beauty,Skin Care Kit,5,1731.67,8658.35
T00486,2024-04-07,C1239,Male,31,Sports,Dumbbells,5,2220.9,11104.5
T00487,2024-03-04,C1346,Male,33,Electronics,Tablet,3,18892.42,56677.26
T00488,2023-06-20,C1159,Male,20,Clothing,Dress,5,2657.59,13287.95
T00489,2024-01-06,C1103,Female,24,Sports,Yoga Mat,5,990.85,4954.25
T00490,2023-08-18,C1146,Male,52,Sports,Cricket Bat,5,2597.37,12986.85
T00491,2023-06-20,C1382,Female,56,Clothing,Jeans,5,1951.72,9758.6
T00492,2023-04-03,C1407,Male,63,Beauty,Skin Care Kit,5,1534.35,7671.75
T00493,2023-07-21,C1212,Male,49,Clothing,Jeans,2,1664.73,3329.46
T00494,2024-01-23,C1447,Female,60,Electronics,Headphones,3,2746.37,8239.11
T00495,2024-05-18,C1454,Female,22,Clothing,Dress,1,2671.28,2671.28
T00496,2024-05-29,C1393,Female,65,Clothing,Jacket,1,3395.22,3395.22
T00497,2023-09-08,C1233,Male,50,Beauty,Shampoo,4,471.53,1886.12
T00498,2023-09-13,C1215,Male,64,Electronics,Laptop,2,67393.69,134787.38
T00499,2024-08-08,C1206,Male,65,Sports,Yoga Mat,4,800.24,3200.96
T00500,2023-01-25,C1334,Male,47,Sports,Cricket Bat,1,2642.8,2642.8
T00501,2024-06-06,C1085,Male,27,Home & Kitchen,Bedsheet,4,1426.03,5704.12
T00502,2024-07-29,C1258,Male,34,Beauty,Skin Care Kit,5,1694.49,8472.45
T00503,2024-06-13,C1483,Male,28,Clothing,Dress,1,2439.72,2439.72
T00504,2024-05-05,C1431,Female,23,Home & Kitchen,Table Lamp,3,1229.97,3689.91
T00505,2024-10-03,C1474,Female,21,Home & Kitchen,Cookware Set,4,2685.85,10743.4
T00506,2024-07-28,C1488,Female,25,Electronics,Headphones,3,2657.08,7971.24
T00507,2023-09-10,C1465,Female,60,Sports,Dumbbells,4,2140.93,8563.72
T00508,2024-09-21,C1349,Male,43,Home & Kitchen,Water Bottle,5,438.14,2190.7
T00509,2023-03-12,C1493,Male,33,Sports,Dumbbells,5,1925.13,9625.65
T00510,2023-08-16,C1431,Male,46,Home & Kitchen,Water Bottle,4,538.86,2155.44
T00511,2023-01-27,C1311,Female,38,Beauty,Shampoo,3,411.69,1235.07
T00512,2023-08-12,C1272,Male,23,Clothing,Dress,5,2236.94,11184.7
T00513,2024-04-15,C1034,Male,47,Sports,Cricket Bat,5,2745.52,13727.6
T00514,2024-11-22,C1436,Male,46,Sports,Running Shoes,3,4169.81,12509.43
T00515,2023-04-26,C1239,Female,36,Electronics,Tablet,1,20217.96,20217.96
T00516,2024-05-31,C1404,Male,21,Electronics,Laptop,4,68375.3,273501.2
T00517,2024-08-11,C1298,Male,21,Clothing,Jacket,5,3061.12,15305.6
T00518,2024-04-22,C1159,Female,21,Home & Kitchen,Mixer Grinder,2,3504.85,7009.7
T00519,2023-06-30,C1288,Male,48,Sports,Football,1,1202.55,1202.55
T00520,2023-05-24,C1016,Female,19,Electronics,Smartphone,3,29200.71,87602.13
T00521,2023-01-04,C1327,Female,28,Beauty,Skin Care Kit,3,1680.63,5041.89
T00522,2023-12-14,C1480,Female,34,Clothing,Jeans,2,1666.94,3333.88
T00523,2023-04-18,C1019,Male,24,Sports,Yoga Mat,4,975.85,3903.4
T00524,2023-07-14,C1012,Female,60,Home & Kitchen,Cookware Set,3,3202.49,9607.47
T00525,2023-11-12,C1182,Female,19,Home & Kitchen,Bedsheet,2,1675.31,3350.62
T00526,2023-12-27,C1374,Female,27,Clothing,Dress,4,2701.44,10805.76
T00527,2024-04-12,C1242,Female,62,Clothing,Jeans,5,1881.23,9406.15
T00528,2024-08-23,C1322,Male,51,Clothing,Jacket,3,3745.86,11237.58
T00529,2024-05-19,C1226,Female,26,Electronics,Tablet,1,21771.22,21771.22
T00530,2024-01-21,C1159,Male,53,Sports,Dumbbells,4,2383.12,9532.48
T00531,2023-12-06,C1125,Female,29,Home & Kitchen,Mixer Grinder,2,3027.94,6055.88
T00532,2024-11-04,C1128,Female,54,Sports,Running Shoes,2,4056.04,8112.08
T00533,2024-02-24,C1022,Female,23,Sports,Cricket Bat,4,2238.02,8952.08
T00534,2023-06-13,C1148,Female,49,Beauty,Skin Care Kit,4,1856.96,7427.84
T00535,2024-11-29,C1453,Male,62,Home & Kitchen,Cookware Set,3,2593.05,7779.15
T00536,2024-12-18,C1198,Male,31,Sports,Dumbbells,5,2288.25,11441.25
T00537,2024-07-11,C1288,Male,31,Home & Kitchen,Water Bottle,1,524.76,524.76
T00538,2023-04-19,C1283,Female,64,Electronics,Tablet,1,24188.02,24188.02
T00539,2023-10-14,C1355,Male,60,Clothing,Dress,3,2349.09,7047.27
T00540,2023-09-08,C1212,Female,40,Electronics,Laptop,4,60212.39,240849.56
T00541,2024-08-29,C1278,Female,23,Sports,Football,5,1205.21,6026.05
T00542,2023-09-04,C1129,Male,44,Beauty,Face Cream,5,1031.99,5159.95
T00543,2024-07-19,C1344,Female,28,Electronics,Tablet,4,19337.86,77351.44
T00544,2024-07-11,C1451,Female,33,Beauty,Lipstick,5,613.41,3067.05
T00545,2023-11-22,C1008,Male,18,Beauty,Perfume,2,2184.46,4368.92
T00546,2023-12-30,C1204,Female,52,Clothing,Shoes,3,2878.2,8634.6
T00547,2023-04-12,C1475,Female,56,Electronics,Tablet,5,20394.51,101972.55
T00548,2023-04-21,C1437,Male,39,Beauty,Skin Care Kit,3,1630.79,4892.37
T00549,2024-09-18,C1026,Female,25,Beauty,Skin Care Kit,3,1635.97,4907.91
T00550,2024-07-04,C1435,Female,37,Home & Kitchen,Bedsheet,5,1518.62,7593.1
T00551,2024-09-01,C1427,Female,44,Beauty,Shampoo,3,468.6,1405.8
T00552,2023-08-20,C1328,Male,59,Sports,Football,4,1130.8,4523.2
T00553,2023-11-13,C1324,Female,24,Beauty,Lipstick,4,748.35,2993.4
T00554,2024-07-16,C1117,Male,63,Beauty,Perfume,4,2333.15,9332.6
T00555,2023-04-28,C1054,Female,30,Sports,Running Shoes,5,3778.93,18894.65
T00556,2023-01-07,C1366,Female,28,Clothing,T-Shirt,4,842.16,3368.64
T00557,2024-05-12,C1028,Male,58,Electronics,Smartphone,3,28830.22,86490.66
T00558,2023-06-13,C1270,Male,46,Electronics,Headphones,1,2408.38,2408.38
T00559,2024-05-14,C1093,Male,33,Home & Kitchen,Bedsheet,4,1723.99,6895.96
T00560,2023-06-30,C1064,Female,59,Beauty,Skin Care Kit,1,1754.01,1754.01
T00561,2024-06-02,C1278,Male,40,Home & Kitchen,Water Bottle,2,434.22,868.44
T00562,2024-01-26,C1496,Male,27,Electronics,Laptop,2,59103.96,118207.92
T00563,2023-07-07,C1418,Male,50,Electronics,Smartwatch,2,7763.51,15527.02
T00564,2023-03-12,C1478,Male,43,Electronics,Tablet,1,22791.79,22791.79
T00565,2023-10-19,C1434,Male,25,Clothing,Jeans,1,1583.24,1583.24
T00566,2024-10-19,C1156,Female,49,Beauty,Shampoo,3,474.08,1422.24
T00567,2023-01-31,C1260,Female,64,Clothing,Dress,5,2232.6,11163.0
T00568,2023-02-08,C1489,Female,63,Clothing,Shoes,1,3021.3,3021.3
T00569,2024-06-13,C1090,Female,29,Sports,Dumbbells,3,2392.33,7176.99
T00570,2024-01-25,C1070,Female,43,Clothing,Shoes,5,2661.91,13309.55
T00571,2024-06-25,C1249,Female,48,Beauty,Shampoo,3,452.2,1356.6
T00572,2023-06-04,C1423,Female,29,Home & Kitchen,Cookware Set,1,2505.28,2505.28
T00573,2024-12-02,C1117,Male,46,Clothing,T-Shirt,5,683.1,3415.5
T00574,2023-09-16,C1135,Male,61,Beauty,Face Cream,4,771.51,3086.04
T00575,2023-12-30,C1443,Female,54,Sports,Football,2,1157.96,2315.92
T00576,2023-04-08,C1093,Male,35,Sports,Cricket Bat,3,2744.76,8234.28
T00577,2023-07-04,C1085,Female,59,Electronics,Smartphone,4,33918.4,135673.6
T00578,2024-10-23,C1416,Male,26,Sports,Football,4,1169.44,4677.76
T00579,2023-09-08,C1295,Female,49,Clothing,Shoes,5,3237.32,16186.6
T00580,2023-12-14,C1029,Male,20,Clothing,Jeans,5,1536.66,7683.3
T00581,2023-03-08,C1392,Female,30,Clothing,Jacket,4,3392.68,13570.72
T00582,2023-05-16,C1343,Male,38,Sports,Cricket Bat,4,2480.83,9923.32
T00583,2023-11-23,C1015,Female,31,Clothing,Shoes,3,3340.23,10020.69
T00584,2023-09-23,C1491,Male,54,Clothing,Jeans,1,2017.49,2017.49
T00585,2024-10-27,C1494,Male,42,Beauty,Perfume,1,2488.37,2488.37
T00586,2024-03-02,C1025,Female,60,Electronics,Laptop,4,62233.72,248934.88
T00587,2024-03-19,C1319,Male,45,Electronics,Smartphone,5,26320.27,131601.35
T00588,2023-05-17,C1232,Female,44,Electronics,Laptop,4,67765.48,271061.92
T00589,2023-11-19,C1410,Female,63,Electronics,Tablet,4,20913.45,83653.8
T00590,2024-01-02,C1338,Male,37,Electronics,Smartwatch,5,7206.81,36034.05
T00591,2024-05-09,C1461,Female,64,Electronics,Smartphone,2,30422.36,60844.72
T00592,2023-11-05,C1026,Female,36,Beauty,Face Cream,1,939.81,939.81
T00593,2024-12-26,C1151,Male,18,Electronics,Smartwatch,4,7975.69,31902.76
T00594,2024-11-29,C1289,Male,45,Clothing,Jacket,2,3825.99,7651.98
T00595,2024-09-01,C1127,Female,54,Sports,Football,4,1309.5,5238.0
T00596,2024-02-23,C1444,Male,39,Clothing,Jacket,5,3624.54,18122.7
T00597,2023-03-26,C1409,Female,39,Beauty,Skin Care Kit,4,1924.29,7697.16
T00598,2023-12-18,C1158,Female,40,Electronics,Laptop,1,62160.36,62160.36
T00599,2023-11-09,C1103,Male,32,Electronics,Smartwatch,3,7639.65,22918.95
T00600,2024-11-10,C1435,Female,41,Electronics,Headphones,5,2293.45,11467.25
T00601,2024-10-10,C1245,Male,44,Electronics,Smartphone,2,25889.84,51779.68
T00602,2024-08-11,C1177,Female,43,Clothing,Shoes,1,3266.62,3266.62
T00603,2024-06-20,C1058,Female,45,Electronics,Tablet,5,24718.93,123594.65
T00604,2023-03-16,C1142,Male,55,Electronics,Smartphone,1,29966.15,29966.15
T00605,2024-06-14,C1146,Male,52,Electronics,Smartphone,3,27069.68,81209.04
T00606,2023-01-01,C1484,Male,62,Clothing,T-Shirt,4,777.77,3111.08
T00607,2023-08-09,C1403,Female,60,Electronics,Laptop,5,64893.16,324465.8
T00608,2024-04-25,C1418,Female,26,Clothing,Jacket,1,3762.35,3762.35
T00609,2024-09-25,C1070,Female,62,Beauty,Shampoo,2,423.87,847.74
T00610,2023-10-01,C1444,Female,59,Home & Kitchen,Mixer Grinder,3,3067.18,9201.54
T00611,2023-06-17,C1009,Male,32,Electronics,Tablet,5,24058.32,120291.6
T00612,2024-09-02,C1377,Male,34,Home & Kitchen,Table Lamp,1,1125.67,1125.67
T00613,2024-09-14,C1258,Female,37,Beauty,Shampoo,5,444.4,2222.0
T00614,2023-04-05,C1105,Female,62,Electronics,Smartwatch,5,6845.47,34227.35
T00615,2024-05-23,C1298,Male,28,Sports,Football,1,1069.55,1069.55
T00616,2024-05-22,C1073,Male,29,Sports,Running Shoes,4,4000.07,16000.28
T00617,2024-05-01,C1341,Female,40,Electronics,Tablet,2,23191.16,46382.32
T00618,2024-03-09,C1276,Female,48,Clothing,Shoes,2,3253.7,6507.4
T00619,2023-04-16,C1375,Female,42,Home & Kitchen,Water Bottle,1,452.37,452.37
T00620,2023-07-11,C1325,Female,28,Home & Kitchen,Bedsheet,2,1341.25,2682.5
T00621,2024-01-19,C1216,Female,64,Electronics,Headphones,3,2130.11,6390.33
T00622,2023-07-02,C1270,Female,61,Electronics,Laptop,4,70753.63,283014.52
T00623,2023-11-01,C1473,Male,24,Clothing,T-Shirt,3,909.51,2728.53
T00624,2024-12-03,C1173,Female,36,Clothing,Jacket,2,3307.79,6615.58
T00625,2023-08-03,C1134,Male,53,Beauty,Skin Care Kit,3,1953.95,5861.85
T00626,2024-06-21,C1383,Female,63,Clothing,Shoes,1,2598.4,2598.4
T00627,2023-03-19,C1435,Female,28,Clothing,Jacket,2,3041.87,6083.74
T00628,2023-11-24,C1179,Female,56,Home & Kitchen,Cookware Set,5,2953.43,14767.15
T00629,2023-07-10,C1200,Female,62,Electronics,Tablet,3,24001.42,72004.26
T00630,2023-10-10,C1001,Male,62,Clothing,Dress,3,2779.78,8339.34
T00631,2024-11-20,C1063,Female,28,Home & Kitchen,Bedsheet,4,1362.54,5450.16
T00632,2024-01-24,C1048,Male,34,Sports,Dumbbells,5,2207.34,11036.7
T00633,2024-03-22,C1368,Female,52,Beauty,Lipstick,4,791.11,3164.44
T00634,2024-09-19,C1151,Male,34,Beauty,Skin Care Kit,5,1726.01,8630.05
T00635,2023-01-27,C1271,Male,32,Electronics,Smartphone,2,28256.71,56513.42
T00636,2024-07-12,C1461,Male,32,Clothing,Jeans,4,1655.86,6623.44
T00637,2023-09-13,C1222,Female,49,Beauty,Perfume,2,2381.83,4763.66
T00638,2023-08-24,C1334,Male,51,Electronics,Tablet,1,20162.01,20162.01
T00639,2024-12-04,C1253,Female,24,Clothing,T-Shirt,5,804.93,4024.65
T00640,2024-08-23,C1056,Male,34,Clothing,T-Shirt,3,739.99,2219.97
T00641,2023-11-02,C1122,Male,39,Electronics,Smartwatch,4,7813.26,31253.04
T00642,2024-04-26,C1350,Female,19,Clothing,T-Shirt,3,789.93,2369.79
T00643,2024-09-08,C1165,Male,37,Electronics,Laptop,1,63737.61,63737.61
